Streaming output truncated to the last 5000 lines.
>52315, d1[0.367] d2[0.299] g[4.676]
>52316, d1[0.250] d2[0.346] g[4.579]
>52317, d1[0.163] d2[0.260] g[4.389]
>52318, d1[0.178] d2[0.276] g[5.674]
>52319, d1[0.392] d2[0.845] g[2.225]
>52320, d1[0.256] d2[0.584] g[4.549]
>52321, d1[0.270] d2[0.430] g[4.450]
>52322, d1[0.406] d2[0.339] g[4.101]
>52323, d1[0.399] d2[0.344] g[3.719]
>52324, d1[0.350] d2[0.355] g[3.678]
>52325, d1[0.417] d2[0.300] g[4.136]
>52326, d1[0.409] d2[0.335] g[2.436]
>52327, d1[0.398] d2[0.323] g[4.040]
>52328, d1[0.269] d2[0.351] g[5.800]
>52329, d1[0.315] d2[0.349] g[4.869]
>52330, d1[0.399] d2[0.322] g[2.681]
>52331, d1[0.368] d2[0.381] g[3.648]
>52332, d1[0.370] d2[0.352] g[1.285]
>52333, d1[0.407] d2[0.329] g[3.435]
>52334, d1[0.300] d2[0.325] g[5.136]
>52335, d1[0.361] d2[0.325] g[4.226]
>52336, d1[0.334] d2[0.402] g[2.352]
>52337, d1[0.216] d2[0.315] g[5.635]
>52338, d1[0.390] d2[0.322] g[4.149]
>52339, d1[0.377] d2[0.312] g[3.601]
>52340, d1[0.378] d2[0.337] g[3.816]
>52341, d1[0.251] d2[0.449] g[2.169]
>52342, d1[0.241] d2[0.289] g[4.661]
>52343, d1[0.275] d2[0.356] g[4.802]
>52344, d1[0.179] d2[0.294] g[6.382]
>52345, d1[0.462] d2[0.233] g[4.030]
>52346, d1[0.241] d2[0.340] g[4.481]
>52347, d1[0.178] d2[0.304] g[4.734]
>52348, d1[0.263] d2[0.258] g[4.815]
>52349, d1[0.170] d2[0.333] g[4.915]
>52350, d1[0.221] d2[0.211] g[4.541]
>52351, d1[0.216] d2[0.305] g[5.877]
>52352, d1[0.429] d2[0.299] g[4.662]
>52353, d1[0.201] d2[0.343] g[4.746]
>52354, d1[0.428] d2[0.241] g[4.710]
>52355, d1[0.239] d2[0.281] g[4.380]
>52356, d1[0.358] d2[0.408] g[2.861]
>52357, d1[0.249] d2[0.369] g[4.505]
>52358, d1[0.186] d2[0.213] g[4.595]
>52359, d1[0.143] d2[0.263] g[5.281]
>52360, d1[0.482] d2[0.235] g[3.890]
>52361, d1[0.478] d2[0.309] g[3.971]
>52362, d1[0.185] d2[0.302] g[4.905]
>52363, d1[0.451] d2[0.281] g[3.865]
>52364, d1[0.195] d2[0.302] g[5.187]
>52365, d1[0.225] d2[0.427] g[4.799]
>52366, d1[0.184] d2[0.198] g[5.106]
>52367, d1[0.488] d2[0.292] g[3.761]
>52368, d1[0.367] d2[0.236] g[4.955]
>52369, d1[0.360] d2[0.377] g[3.494]
>52370, d1[0.245] d2[0.381] g[4.680]
>52371, d1[0.259] d2[0.282] g[5.877]
>52372, d1[0.172] d2[0.639] g[4.601]
>52373, d1[0.238] d2[0.456] g[4.602]
>52374, d1[0.528] d2[0.310] g[4.095]
>52375, d1[0.440] d2[0.214] g[5.832]
>52376, d1[0.433] d2[0.276] g[4.832]
>52377, d1[0.264] d2[0.219] g[6.027]
>52378, d1[0.240] d2[0.446] g[5.065]
>52379, d1[0.173] d2[0.302] g[5.516]
>52380, d1[0.461] d2[0.264] g[4.599]
>52381, d1[0.390] d2[0.271] g[4.903]
>52382, d1[0.325] d2[0.492] g[1.885]
>52383, d1[0.310] d2[0.303] g[4.803]
>52384, d1[0.201] d2[0.363] g[4.974]
>52385, d1[0.189] d2[0.309] g[5.083]
>52386, d1[0.155] d2[0.229] g[5.637]
>52387, d1[0.308] d2[0.388] g[4.915]
>52388, d1[0.454] d2[0.419] g[3.710]
>52389, d1[0.523] d2[0.232] g[3.560]
>52390, d1[0.395] d2[0.348] g[1.407]
>52391, d1[0.426] d2[0.284] g[4.442]
>52392, d1[0.358] d2[0.307] g[3.723]
>52393, d1[0.249] d2[0.257] g[4.470]
>52394, d1[0.378] d2[0.362] g[1.920]
>52395, d1[0.375] d2[0.290] g[3.866]
>52396, d1[0.371] d2[0.425] g[1.262]
>52397, d1[0.224] d2[0.353] g[5.016]
>52398, d1[0.518] d2[0.282] g[2.379]
>52399, d1[0.304] d2[0.442] g[3.933]
>52400, d1[0.234] d2[0.477] g[5.025]
>52401, d1[0.295] d2[0.279] g[4.038]
>52402, d1[0.314] d2[0.275] g[4.777]
>52403, d1[0.238] d2[0.486] g[4.086]
>52404, d1[0.190] d2[0.324] g[5.808]
>52405, d1[0.364] d2[0.329] g[5.708]
>52406, d1[0.298] d2[0.350] g[4.978]
>52407, d1[0.457] d2[0.284] g[3.737]
>52408, d1[0.320] d2[0.422] g[4.849]
>52409, d1[0.466] d2[0.280] g[2.643]
>52410, d1[0.278] d2[0.282] g[4.931]
>52411, d1[0.414] d2[0.335] g[2.741]
>52412, d1[0.387] d2[0.340] g[2.383]
>52413, d1[0.404] d2[0.392] g[2.867]
>52414, d1[0.307] d2[0.305] g[4.142]
>52415, d1[0.215] d2[0.369] g[4.472]
>52416, d1[0.195] d2[0.404] g[5.738]
>52417, d1[0.374] d2[0.222] g[5.106]
>52418, d1[0.166] d2[0.238] g[5.344]
>52419, d1[0.383] d2[0.284] g[4.068]
>52420, d1[0.353] d2[0.393] g[1.589]
>52421, d1[0.343] d2[0.382] g[1.517]
>52422, d1[0.377] d2[0.301] g[4.189]
>52423, d1[0.314] d2[0.423] g[3.953]
>52424, d1[0.487] d2[0.291] g[2.322]
>52425, d1[0.420] d2[0.370] g[3.064]
>52426, d1[0.265] d2[0.460] g[4.394]
>52427, d1[0.266] d2[0.299] g[5.152]
>52428, d1[0.197] d2[0.347] g[4.575]
>52429, d1[0.232] d2[0.337] g[4.789]
>52430, d1[0.261] d2[0.294] g[4.449]
>52431, d1[0.215] d2[0.470] g[4.466]
>52432, d1[0.505] d2[0.328] g[3.922]
>52433, d1[0.465] d2[0.240] g[5.035]
>52434, d1[0.548] d2[0.236] g[4.092]
>52435, d1[0.329] d2[0.382] g[4.594]
>52436, d1[0.400] d2[0.263] g[3.746]
>52437, d1[0.398] d2[0.285] g[3.865]
>52438, d1[0.219] d2[0.411] g[4.560]
>52439, d1[0.398] d2[0.279] g[3.693]
>52440, d1[0.289] d2[0.311] g[4.328]
>52441, d1[0.310] d2[0.288] g[7.172]
>52442, d1[0.163] d2[0.351] g[4.710]
>52443, d1[0.437] d2[0.284] g[3.365]
>52444, d1[0.207] d2[0.323] g[5.135]
>52445, d1[0.370] d2[0.291] g[3.964]
>52446, d1[0.222] d2[0.409] g[3.967]
>52447, d1[0.155] d2[0.242] g[5.194]
>52448, d1[0.366] d2[0.265] g[5.217]
>52449, d1[0.472] d2[0.243] g[3.589]
>52450, d1[0.159] d2[0.340] g[5.619]
>52451, d1[0.472] d2[0.249] g[4.850]
>52452, d1[0.301] d2[0.407] g[4.509]
>52453, d1[0.128] d2[0.253] g[5.017]
>52454, d1[0.261] d2[0.481] g[4.376]
>52455, d1[0.259] d2[0.368] g[7.609]
>52456, d1[0.363] d2[0.345] g[1.839]
>52457, d1[0.378] d2[0.307] g[4.049]
>52458, d1[0.337] d2[0.313] g[4.278]
>52459, d1[0.322] d2[0.314] g[4.905]
>52460, d1[0.193] d2[0.408] g[4.091]
>52461, d1[0.222] d2[0.387] g[4.798]
>52462, d1[0.218] d2[0.242] g[4.797]
>52463, d1[0.532] d2[0.234] g[4.265]
>52464, d1[0.359] d2[0.341] g[4.891]
>52465, d1[0.241] d2[0.340] g[4.003]
>52466, d1[0.204] d2[0.350] g[4.730]
>52467, d1[0.301] d2[0.305] g[4.817]
>52468, d1[0.364] d2[0.290] g[4.973]
>52469, d1[0.481] d2[0.355] g[2.041]
>52470, d1[0.232] d2[0.311] g[4.279]
>52471, d1[0.360] d2[0.424] g[2.987]
>52472, d1[0.333] d2[0.438] g[4.417]
>52473, d1[0.333] d2[0.485] g[1.789]
>52474, d1[0.418] d2[0.303] g[4.345]
>52475, d1[0.284] d2[0.473] g[4.932]
>52476, d1[0.389] d2[0.364] g[2.556]
>52477, d1[0.362] d2[0.250] g[5.022]
>52478, d1[0.347] d2[0.320] g[4.141]
>52479, d1[0.297] d2[0.371] g[4.776]
>52480, d1[0.253] d2[0.438] g[3.957]
>52481, d1[0.255] d2[0.318] g[4.310]
>52482, d1[0.375] d2[0.258] g[4.614]
>52483, d1[0.148] d2[0.239] g[5.443]
>52484, d1[0.281] d2[0.465] g[5.687]
>52485, d1[0.268] d2[0.315] g[4.783]
>52486, d1[0.361] d2[0.308] g[4.062]
>52487, d1[0.417] d2[0.295] g[4.956]
>52488, d1[0.228] d2[0.356] g[3.991]
>52489, d1[0.225] d2[0.280] g[5.792]
>52490, d1[0.197] d2[0.207] g[7.416]
>52491, d1[0.374] d2[0.380] g[1.634]
>52492, d1[0.481] d2[0.305] g[3.159]
>52493, d1[0.344] d2[0.355] g[4.047]
>52494, d1[0.347] d2[0.453] g[3.019]
>52495, d1[0.256] d2[0.312] g[3.801]
>52496, d1[0.458] d2[0.319] g[5.014]
>52497, d1[0.261] d2[0.351] g[3.938]
>52498, d1[0.214] d2[0.300] g[4.484]
>52499, d1[0.192] d2[0.387] g[5.047]
>52500, d1[0.357] d2[0.263] g[4.974]
>52501, d1[0.547] d2[0.228] g[3.428]
>52502, d1[0.310] d2[0.324] g[4.607]
>52503, d1[0.167] d2[0.301] g[4.979]
>52504, d1[0.472] d2[0.295] g[1.877]
>52505, d1[0.460] d2[0.268] g[3.559]
>52506, d1[0.374] d2[0.325] g[3.976]
>52507, d1[0.428] d2[0.318] g[3.110]
>52508, d1[0.274] d2[0.551] g[3.379]
>52509, d1[0.185] d2[0.318] g[4.958]
>52510, d1[0.439] d2[0.352] g[4.750]
>52511, d1[0.375] d2[0.356] g[1.484]
>52512, d1[0.394] d2[0.302] g[4.549]
>52513, d1[0.301] d2[0.396] g[4.626]
>52514, d1[0.428] d2[0.266] g[3.351]
>52515, d1[0.281] d2[0.450] g[4.448]
>52516, d1[0.441] d2[0.303] g[2.397]
>52517, d1[0.287] d2[0.306] g[5.209]
>52518, d1[0.327] d2[0.469] g[3.997]
>52519, d1[0.312] d2[0.379] g[4.166]
>52520, d1[0.419] d2[0.260] g[4.025]
>52521, d1[0.272] d2[0.458] g[4.328]
>52522, d1[0.384] d2[0.299] g[3.682]
>52523, d1[0.247] d2[0.428] g[8.527]
>52524, d1[0.280] d2[0.322] g[5.597]
>52525, d1[0.342] d2[0.331] g[3.859]
>52526, d1[0.155] d2[0.264] g[5.222]
>52527, d1[0.392] d2[0.358] g[2.463]
>52528, d1[0.467] d2[0.271] g[2.657]
>52529, d1[0.334] d2[0.359] g[4.366]
>52530, d1[0.239] d2[0.401] g[4.506]
>52531, d1[0.281] d2[0.272] g[4.243]
>52532, d1[0.392] d2[0.308] g[3.707]
>52533, d1[0.257] d2[0.375] g[4.796]
>52534, d1[0.372] d2[0.315] g[3.830]
>52535, d1[0.357] d2[0.379] g[1.169]
>52536, d1[0.308] d2[0.313] g[4.095]
>52537, d1[0.139] d2[0.306] g[5.570]
>52538, d1[0.360] d2[0.322] g[3.730]
>52539, d1[0.341] d2[0.438] g[3.695]
>52540, d1[0.460] d2[0.311] g[3.507]
>52541, d1[0.306] d2[0.293] g[4.625]
>52542, d1[0.350] d2[0.406] g[1.682]
>52543, d1[0.241] d2[0.508] g[4.604]
>52544, d1[0.340] d2[0.260] g[4.697]
>52545, d1[0.369] d2[0.407] g[3.723]
>52546, d1[0.229] d2[0.240] g[4.342]
>52547, d1[0.175] d2[0.316] g[4.228]
>52548, d1[0.195] d2[0.386] g[4.758]
>52549, d1[0.469] d2[0.328] g[4.420]
>52550, d1[0.456] d2[0.260] g[4.408]
>52551, d1[0.437] d2[0.273] g[4.066]
>52552, d1[0.356] d2[0.351] g[3.464]
>52553, d1[0.254] d2[0.378] g[4.454]
>52554, d1[0.248] d2[0.322] g[4.298]
>52555, d1[0.371] d2[0.332] g[3.558]
>52556, d1[0.198] d2[0.428] g[4.575]
>52557, d1[0.262] d2[0.284] g[5.185]
>52558, d1[0.342] d2[0.335] g[4.729]
>52559, d1[0.277] d2[0.313] g[6.058]
>52560, d1[0.369] d2[0.272] g[3.976]
>52561, d1[0.182] d2[0.433] g[5.367]
>52562, d1[0.431] d2[0.324] g[1.428]
>52563, d1[0.381] d2[0.355] g[1.315]
>52564, d1[0.425] d2[0.275] g[4.605]
>52565, d1[0.358] d2[0.407] g[3.762]
>52566, d1[0.423] d2[0.327] g[2.461]
>52567, d1[0.289] d2[0.308] g[4.954]
>52568, d1[0.207] d2[0.343] g[5.065]
>52569, d1[0.356] d2[0.340] g[4.319]
>52570, d1[0.387] d2[0.260] g[4.511]
>52571, d1[0.177] d2[0.385] g[4.685]
>52572, d1[0.337] d2[0.408] g[3.974]
>52573, d1[0.313] d2[0.738] g[3.274]
>52574, d1[0.305] d2[0.315] g[5.882]
>52575, d1[0.289] d2[0.383] g[3.096]
>52576, d1[0.434] d2[0.371] g[3.471]
>52577, d1[0.379] d2[0.337] g[4.288]
>52578, d1[0.300] d2[0.382] g[3.676]
>52579, d1[0.351] d2[0.338] g[4.036]
>52580, d1[0.286] d2[0.328] g[4.212]
>52581, d1[0.442] d2[0.298] g[2.102]
>52582, d1[0.263] d2[0.337] g[4.813]
>52583, d1[0.267] d2[0.358] g[4.755]
>52584, d1[0.481] d2[0.254] g[4.369]
>52585, d1[0.174] d2[0.248] g[5.891]
>52586, d1[0.417] d2[0.289] g[4.635]
>52587, d1[0.317] d2[0.284] g[4.673]
>52588, d1[0.409] d2[0.295] g[3.912]
>52589, d1[0.252] d2[0.437] g[3.512]
>52590, d1[0.218] d2[0.333] g[5.253]
>52591, d1[0.188] d2[0.297] g[4.014]
>52592, d1[0.224] d2[0.305] g[4.370]
>52593, d1[0.177] d2[0.333] g[5.527]
>52594, d1[0.449] d2[0.247] g[4.575]
>52595, d1[0.277] d2[0.381] g[4.319]
>52596, d1[0.197] d2[0.247] g[4.024]
>52597, d1[0.422] d2[0.338] g[1.931]
>52598, d1[0.196] d2[0.271] g[4.738]
>52599, d1[0.380] d2[0.332] g[4.817]
>52600, d1[0.355] d2[0.459] g[1.291]
>52601, d1[0.203] d2[0.385] g[4.784]
>52602, d1[0.309] d2[0.393] g[4.942]
>52603, d1[0.530] d2[0.239] g[2.753]
>52604, d1[0.454] d2[0.275] g[4.786]
>52605, d1[0.417] d2[0.258] g[5.072]
>52606, d1[0.432] d2[0.305] g[1.903]
>52607, d1[0.377] d2[0.298] g[5.134]
>52608, d1[0.266] d2[0.494] g[4.578]
>52609, d1[0.355] d2[0.348] g[3.966]
>52610, d1[0.320] d2[0.307] g[3.957]
>52611, d1[0.352] d2[0.423] g[3.345]
>52612, d1[0.352] d2[0.339] g[4.526]
>52613, d1[0.355] d2[0.317] g[4.150]
>52614, d1[0.402] d2[0.329] g[2.139]
>52615, d1[0.299] d2[0.321] g[4.219]
>52616, d1[0.131] d2[0.290] g[4.951]
>52617, d1[0.337] d2[0.281] g[3.965]
>52618, d1[0.174] d2[0.296] g[3.987]
>52619, d1[0.219] d2[0.363] g[4.998]
>52620, d1[0.178] d2[0.356] g[4.551]
>52621, d1[0.364] d2[0.310] g[4.285]
>52622, d1[0.386] d2[0.353] g[3.911]
>52623, d1[0.254] d2[0.430] g[4.782]
>52624, d1[0.347] d2[0.336] g[4.046]
>52625, d1[0.375] d2[0.356] g[1.316]
>52626, d1[0.298] d2[0.325] g[4.924]
>52627, d1[0.469] d2[0.293] g[3.451]
>52628, d1[0.261] d2[0.478] g[3.856]
>52629, d1[0.450] d2[0.444] g[3.547]
>52630, d1[0.427] d2[0.335] g[4.210]
>52631, d1[0.307] d2[0.356] g[4.430]
>52632, d1[0.293] d2[0.397] g[4.342]
>52633, d1[0.356] d2[0.320] g[4.887]
>52634, d1[0.308] d2[0.315] g[4.082]
>52635, d1[0.430] d2[0.289] g[3.548]
>52636, d1[0.335] d2[0.356] g[4.718]
>52637, d1[0.352] d2[0.334] g[4.199]
>52638, d1[0.210] d2[0.457] g[4.487]
>52639, d1[0.297] d2[0.278] g[4.552]
>52640, d1[0.382] d2[0.306] g[2.917]
>52641, d1[0.258] d2[0.382] g[4.375]
>52642, d1[0.280] d2[0.268] g[4.706]
>52643, d1[0.318] d2[0.373] g[4.294]
>52644, d1[0.162] d2[0.327] g[5.505]
>52645, d1[0.268] d2[0.372] g[4.638]
>52646, d1[0.190] d2[0.258] g[5.635]
>52647, d1[0.529] d2[0.228] g[4.150]
>52648, d1[0.349] d2[0.301] g[3.895]
>52649, d1[0.377] d2[0.362] g[1.374]
>52650, d1[0.434] d2[0.263] g[3.452]
>52651, d1[0.395] d2[0.372] g[3.742]
>52652, d1[0.357] d2[0.311] g[3.952]
>52653, d1[0.425] d2[0.302] g[2.869]
>52654, d1[0.286] d2[0.338] g[3.481]
>52655, d1[0.330] d2[0.414] g[3.858]
>52656, d1[0.173] d2[0.376] g[4.641]
>52657, d1[0.312] d2[0.454] g[5.145]
>52658, d1[0.414] d2[0.312] g[3.897]
>52659, d1[0.428] d2[0.274] g[4.536]
>52660, d1[0.355] d2[0.409] g[1.214]
>52661, d1[0.349] d2[0.393] g[1.345]
>52662, d1[0.367] d2[0.316] g[5.062]
>52663, d1[0.408] d2[0.279] g[3.691]
>52664, d1[0.397] d2[0.300] g[3.520]
>52665, d1[0.398] d2[0.325] g[2.790]
>52666, d1[0.309] d2[0.334] g[3.787]
>52667, d1[0.358] d2[0.364] g[1.188]
>52668, d1[0.348] d2[0.369] g[1.268]
>52669, d1[0.291] d2[0.364] g[4.259]
>52670, d1[0.414] d2[0.278] g[4.298]
>52671, d1[0.306] d2[0.340] g[3.876]
>52672, d1[0.185] d2[0.363] g[4.915]
>52673, d1[0.351] d2[0.370] g[1.327]
>52674, d1[0.266] d2[0.294] g[4.828]
>52675, d1[0.224] d2[0.437] g[4.875]
>52676, d1[0.256] d2[0.243] g[4.872]
>52677, d1[0.192] d2[0.395] g[4.887]
>52678, d1[0.337] d2[0.275] g[6.005]
>52679, d1[0.402] d2[0.336] g[3.554]
>52680, d1[0.289] d2[0.314] g[5.090]
>52681, d1[0.222] d2[0.343] g[4.839]
>52682, d1[0.509] d2[0.255] g[2.950]
>52683, d1[0.237] d2[0.528] g[5.541]
>52684, d1[0.275] d2[0.354] g[4.279]
>52685, d1[0.395] d2[0.304] g[3.615]
>52686, d1[0.347] d2[0.358] g[4.842]
>52687, d1[0.235] d2[0.333] g[5.069]
>52688, d1[0.181] d2[0.286] g[4.331]
>52689, d1[0.295] d2[0.501] g[3.964]
>52690, d1[0.340] d2[0.365] g[4.034]
>52691, d1[0.327] d2[0.371] g[2.222]
>52692, d1[0.250] d2[0.277] g[3.994]
>52693, d1[0.463] d2[0.305] g[1.992]
>52694, d1[0.251] d2[0.443] g[4.369]
>52695, d1[0.296] d2[0.260] g[3.524]
>52696, d1[0.210] d2[0.345] g[4.080]
>52697, d1[0.431] d2[0.309] g[1.764]
>52698, d1[0.417] d2[0.336] g[3.986]
>52699, d1[0.505] d2[0.236] g[3.505]
>52700, d1[0.320] d2[0.337] g[4.638]
>52701, d1[0.378] d2[0.393] g[3.148]
>52702, d1[0.259] d2[0.575] g[4.343]
>52703, d1[0.322] d2[0.299] g[4.026]
>52704, d1[0.344] d2[0.371] g[2.505]
>52705, d1[0.373] d2[0.341] g[4.399]
>52706, d1[0.253] d2[0.333] g[5.005]
>52707, d1[0.182] d2[0.589] g[8.628]
>52708, d1[0.442] d2[0.253] g[4.593]
>52709, d1[0.411] d2[0.322] g[4.727]
>52710, d1[0.403] d2[0.279] g[4.287]
>52711, d1[0.396] d2[0.302] g[4.052]
>52712, d1[0.184] d2[0.326] g[4.802]
>52713, d1[0.457] d2[0.247] g[4.174]
>52714, d1[0.367] d2[0.362] g[1.054]
>52715, d1[0.355] d2[0.346] g[3.563]
>52716, d1[0.223] d2[0.334] g[5.114]
>52717, d1[0.208] d2[0.343] g[4.341]
>52718, d1[0.261] d2[0.320] g[4.606]
>52719, d1[0.245] d2[0.305] g[4.196]
>52720, d1[0.284] d2[0.347] g[4.506]
>52721, d1[0.247] d2[0.297] g[4.303]
>52722, d1[0.200] d2[0.275] g[4.987]
>52723, d1[0.202] d2[0.300] g[5.187]
>52724, d1[0.247] d2[0.310] g[4.516]
>52725, d1[0.482] d2[0.257] g[4.266]
>52726, d1[0.383] d2[0.387] g[3.802]
>52727, d1[0.397] d2[0.366] g[1.608]
>52728, d1[0.191] d2[0.231] g[4.272]
>52729, d1[0.514] d2[0.235] g[3.301]
>52730, d1[0.235] d2[0.489] g[4.500]
>52731, d1[0.425] d2[0.315] g[2.638]
>52732, d1[0.345] d2[0.462] g[4.330]
>52733, d1[0.420] d2[0.351] g[1.787]
>52734, d1[0.316] d2[0.339] g[4.498]
>52735, d1[0.441] d2[0.276] g[2.904]
>52736, d1[0.313] d2[0.333] g[4.371]
>52737, d1[0.386] d2[0.278] g[4.646]
>52738, d1[0.273] d2[0.390] g[4.956]
>52739, d1[0.217] d2[0.328] g[5.165]
>52740, d1[0.420] d2[0.318] g[2.642]
>52741, d1[0.394] d2[0.386] g[1.495]
>52742, d1[0.459] d2[0.298] g[2.990]
>52743, d1[0.398] d2[0.296] g[4.360]
>52744, d1[0.516] d2[0.286] g[2.410]
>52745, d1[0.339] d2[0.376] g[4.602]
>52746, d1[0.290] d2[0.310] g[3.869]
>52747, d1[0.340] d2[0.388] g[1.511]
>52748, d1[0.415] d2[0.318] g[3.086]
>52749, d1[0.188] d2[0.441] g[3.337]
>52750, d1[0.336] d2[0.371] g[3.898]
>52751, d1[0.242] d2[0.419] g[4.813]
>52752, d1[0.299] d2[0.282] g[5.032]
>52753, d1[0.396] d2[0.316] g[3.578]
>52754, d1[0.234] d2[0.348] g[4.065]
>52755, d1[0.497] d2[0.249] g[3.333]
>52756, d1[0.204] d2[0.314] g[3.901]
>52757, d1[0.472] d2[0.295] g[3.128]
>52758, d1[0.205] d2[0.458] g[4.564]
>52759, d1[0.356] d2[0.368] g[3.679]
>52760, d1[0.324] d2[0.336] g[4.873]
>52761, d1[0.356] d2[0.317] g[4.184]
>52762, d1[0.345] d2[0.304] g[4.106]
>52763, d1[0.182] d2[0.437] g[5.595]
>52764, d1[0.363] d2[0.348] g[2.127]
>52765, d1[0.237] d2[0.249] g[4.854]
>52766, d1[0.291] d2[0.405] g[4.371]
>52767, d1[0.233] d2[0.283] g[4.352]
>52768, d1[0.256] d2[0.391] g[4.215]
>52769, d1[0.370] d2[0.294] g[3.868]
>52770, d1[0.233] d2[0.420] g[4.109]
>52771, d1[0.301] d2[0.593] g[2.538]
>52772, d1[0.340] d2[0.336] g[4.878]
>52773, d1[0.353] d2[0.305] g[4.754]
>52774, d1[0.293] d2[0.361] g[4.693]
>52775, d1[0.325] d2[0.330] g[4.090]
>52776, d1[0.335] d2[0.368] g[3.901]
>52777, d1[0.357] d2[0.365] g[4.291]
>52778, d1[0.243] d2[0.423] g[4.036]
>52779, d1[0.428] d2[0.341] g[1.837]
>52780, d1[0.330] d2[0.359] g[4.354]
>52781, d1[0.368] d2[0.338] g[3.538]
>52782, d1[0.515] d2[0.254] g[4.936]
>52783, d1[0.448] d2[0.273] g[3.488]
>52784, d1[0.366] d2[0.332] g[3.682]
>52785, d1[0.306] d2[0.342] g[4.330]
>52786, d1[0.378] d2[0.484] g[2.649]
>52787, d1[0.301] d2[0.338] g[5.443]
>52788, d1[0.318] d2[0.323] g[4.713]
>52789, d1[0.219] d2[0.392] g[5.141]
>52790, d1[0.412] d2[0.274] g[4.523]
>52791, d1[0.362] d2[0.271] g[4.744]
>52792, d1[0.228] d2[0.437] g[4.460]
>52793, d1[0.386] d2[0.368] g[1.358]
>52794, d1[0.226] d2[0.323] g[4.673]
>52795, d1[0.160] d2[0.218] g[5.315]
>52796, d1[0.400] d2[0.254] g[5.981]
>52797, d1[0.311] d2[0.383] g[4.546]
>52798, d1[0.428] d2[0.287] g[2.950]
>52799, d1[0.264] d2[0.391] g[4.578]
>52800, d1[0.172] d2[0.325] g[4.754]
>52801, d1[0.293] d2[0.393] g[3.799]
>52802, d1[0.236] d2[0.402] g[4.379]
>52803, d1[0.455] d2[0.247] g[4.261]
>52804, d1[0.367] d2[0.263] g[5.583]
>52805, d1[0.321] d2[0.403] g[4.199]
>52806, d1[0.154] d2[0.244] g[5.252]
>52807, d1[0.514] d2[0.229] g[2.864]
>52808, d1[0.438] d2[0.284] g[3.653]
>52809, d1[0.232] d2[0.345] g[5.797]
>52810, d1[0.289] d2[0.317] g[3.435]
>52811, d1[0.237] d2[0.471] g[3.846]
>52812, d1[0.325] d2[0.509] g[3.875]
>52813, d1[0.366] d2[0.315] g[3.583]
>52814, d1[0.256] d2[0.506] g[8.369]
>52815, d1[0.464] d2[0.271] g[3.993]
>52816, d1[0.338] d2[0.304] g[4.173]
>52817, d1[0.418] d2[0.357] g[2.478]
>52818, d1[0.331] d2[0.266] g[4.822]
>52819, d1[0.294] d2[0.340] g[4.724]
>52820, d1[0.438] d2[0.319] g[2.036]
>52821, d1[0.381] d2[0.306] g[3.793]
>52822, d1[0.324] d2[0.369] g[3.679]
>52823, d1[0.214] d2[0.318] g[4.863]
>52824, d1[0.378] d2[0.342] g[1.428]
>52825, d1[0.375] d2[0.387] g[1.546]
>52826, d1[0.372] d2[0.346] g[1.913]
>52827, d1[0.303] d2[0.323] g[5.027]
>52828, d1[0.388] d2[0.343] g[3.272]
>52829, d1[0.254] d2[0.414] g[4.871]
>52830, d1[0.201] d2[0.256] g[4.360]
>52831, d1[0.292] d2[0.326] g[4.403]
>52832, d1[0.257] d2[0.371] g[4.010]
>52833, d1[0.197] d2[0.312] g[5.104]
>52834, d1[0.325] d2[0.354] g[3.910]
>52835, d1[0.298] d2[0.362] g[5.578]
>52836, d1[0.435] d2[0.282] g[4.040]
>52837, d1[0.444] d2[0.335] g[1.719]
>52838, d1[0.413] d2[0.323] g[3.686]
>52839, d1[0.339] d2[0.328] g[4.100]
>52840, d1[0.231] d2[0.404] g[4.466]
>52841, d1[0.347] d2[0.359] g[3.700]
>52842, d1[0.230] d2[0.342] g[4.566]
>52843, d1[0.321] d2[0.241] g[4.734]
>52844, d1[0.270] d2[0.462] g[4.047]
>52845, d1[0.176] d2[0.452] g[4.829]
>52846, d1[0.466] d2[0.237] g[4.764]
>52847, d1[0.452] d2[0.318] g[2.080]
>52848, d1[0.487] d2[0.261] g[3.080]
>52849, d1[0.440] d2[0.250] g[5.066]
>52850, d1[0.312] d2[0.328] g[3.692]
>52851, d1[0.358] d2[0.280] g[4.874]
>52852, d1[0.308] d2[0.275] g[4.948]
>52853, d1[0.443] d2[0.283] g[2.712]
>52854, d1[0.260] d2[0.310] g[3.970]
>52855, d1[0.303] d2[0.335] g[3.589]
>52856, d1[0.165] d2[0.465] g[4.285]
>52857, d1[0.396] d2[0.329] g[1.922]
>52858, d1[0.327] d2[0.281] g[4.263]
>52859, d1[0.197] d2[0.262] g[4.616]
>52860, d1[0.216] d2[0.303] g[4.792]
>52861, d1[0.149] d2[0.562] g[4.748]
>52862, d1[0.322] d2[0.294] g[4.250]
>52863, d1[0.301] d2[0.326] g[3.687]
>52864, d1[0.285] d2[0.270] g[4.283]
>52865, d1[0.164] d2[0.439] g[4.356]
>52866, d1[0.311] d2[0.256] g[5.597]
>52867, d1[0.333] d2[0.404] g[2.828]
>52868, d1[0.241] d2[0.306] g[4.366]
>52869, d1[0.402] d2[0.358] g[2.224]
>52870, d1[0.384] d2[0.324] g[4.272]
>52871, d1[0.168] d2[0.218] g[6.013]
>52872, d1[0.247] d2[0.348] g[4.978]
>52873, d1[0.167] d2[0.312] g[4.358]
