Streaming output truncated to the last 5000 lines.
>51557, d1[0.506] d2[0.269] g[2.301]
>51558, d1[0.188] d2[0.307] g[5.190]
>51559, d1[0.321] d2[0.309] g[4.322]
>51560, d1[0.313] d2[0.448] g[1.282]
>51561, d1[0.229] d2[0.438] g[4.771]
>51562, d1[0.206] d2[0.395] g[4.694]
>51563, d1[0.322] d2[0.249] g[4.377]
>51564, d1[0.282] d2[0.301] g[4.723]
>51565, d1[0.313] d2[0.501] g[3.760]
>51566, d1[0.265] d2[0.291] g[4.936]
>51567, d1[0.283] d2[0.317] g[5.061]
>51568, d1[0.259] d2[0.291] g[5.119]
>51569, d1[0.348] d2[0.368] g[4.074]
>51570, d1[0.225] d2[0.572] g[3.168]
>51571, d1[0.180] d2[0.226] g[6.054]
>51572, d1[0.576] d2[0.234] g[2.404]
>51573, d1[0.344] d2[0.283] g[5.065]
>51574, d1[0.238] d2[0.318] g[5.069]
>51575, d1[0.184] d2[0.360] g[4.744]
>51576, d1[0.188] d2[0.257] g[5.708]
>51577, d1[0.463] d2[0.330] g[3.773]
>51578, d1[0.353] d2[0.377] g[4.361]
>51579, d1[0.312] d2[0.318] g[5.161]
>51580, d1[0.458] d2[0.297] g[2.029]
>51581, d1[0.338] d2[0.352] g[4.265]
>51582, d1[0.313] d2[0.348] g[4.962]
>51583, d1[0.257] d2[0.483] g[4.951]
>51584, d1[0.280] d2[0.343] g[3.516]
>51585, d1[0.328] d2[0.363] g[4.517]
>51586, d1[0.282] d2[0.526] g[2.857]
>51587, d1[0.350] d2[0.357] g[5.085]
>51588, d1[0.236] d2[0.229] g[5.637]
>51589, d1[0.378] d2[0.370] g[3.976]
>51590, d1[0.268] d2[0.448] g[4.718]
>51591, d1[0.228] d2[0.357] g[4.729]
>51592, d1[0.454] d2[0.280] g[4.279]
>51593, d1[0.337] d2[0.280] g[5.804]
>51594, d1[0.218] d2[0.317] g[6.354]
>51595, d1[0.302] d2[0.273] g[5.085]
>51596, d1[0.365] d2[0.429] g[3.297]
>51597, d1[0.282] d2[0.420] g[4.985]
>51598, d1[0.371] d2[0.313] g[4.659]
>51599, d1[0.179] d2[0.316] g[4.916]
>51600, d1[0.372] d2[0.372] g[1.734]
>51601, d1[0.418] d2[0.346] g[3.958]
>51602, d1[0.373] d2[0.354] g[5.174]
>51603, d1[0.237] d2[0.274] g[5.209]
>51604, d1[0.468] d2[0.221] g[4.135]
>51605, d1[0.298] d2[0.420] g[4.086]
>51606, d1[0.164] d2[0.322] g[5.702]
>51607, d1[0.209] d2[0.205] g[4.248]
>51608, d1[0.509] d2[0.245] g[4.050]
>51609, d1[0.393] d2[0.299] g[4.403]
>51610, d1[0.410] d2[0.375] g[2.297]
>51611, d1[0.356] d2[0.262] g[3.250]
>51612, d1[0.405] d2[0.385] g[1.751]
>51613, d1[0.218] d2[0.328] g[4.800]
>51614, d1[0.249] d2[0.437] g[4.790]
>51615, d1[0.470] d2[0.286] g[3.046]
>51616, d1[0.364] d2[0.382] g[2.663]
>51617, d1[0.312] d2[0.320] g[4.841]
>51618, d1[0.345] d2[0.416] g[1.426]
>51619, d1[0.380] d2[0.311] g[4.558]
>51620, d1[0.315] d2[0.389] g[4.501]
>51621, d1[0.435] d2[0.341] g[3.652]
>51622, d1[0.289] d2[0.345] g[4.295]
>51623, d1[0.319] d2[0.431] g[1.968]
>51624, d1[0.365] d2[0.306] g[3.925]
>51625, d1[0.276] d2[0.338] g[4.339]
>51626, d1[0.261] d2[0.351] g[4.321]
>51627, d1[0.284] d2[0.458] g[3.799]
>51628, d1[0.369] d2[0.313] g[1.596]
>51629, d1[0.255] d2[0.370] g[4.588]
>51630, d1[0.427] d2[0.318] g[2.277]
>51631, d1[0.459] d2[0.251] g[4.981]
>51632, d1[0.163] d2[0.296] g[4.073]
>51633, d1[0.398] d2[0.354] g[2.791]
>51634, d1[0.442] d2[0.318] g[3.065]
>51635, d1[0.250] d2[0.286] g[5.062]
>51636, d1[0.359] d2[0.388] g[1.791]
>51637, d1[0.349] d2[0.380] g[1.492]
>51638, d1[0.197] d2[0.350] g[4.846]
>51639, d1[0.432] d2[0.257] g[4.172]
>51640, d1[0.420] d2[0.312] g[2.090]
>51641, d1[0.265] d2[0.369] g[4.551]
>51642, d1[0.366] d2[0.283] g[3.821]
>51643, d1[0.469] d2[0.262] g[3.989]
>51644, d1[0.365] d2[0.383] g[1.644]
>51645, d1[0.399] d2[0.370] g[4.305]
>51646, d1[0.162] d2[0.475] g[3.933]
>51647, d1[0.191] d2[0.370] g[4.950]
>51648, d1[0.247] d2[0.381] g[4.478]
>51649, d1[0.268] d2[0.345] g[4.855]
>51650, d1[0.346] d2[0.388] g[4.554]
>51651, d1[0.350] d2[0.351] g[4.124]
>51652, d1[0.478] d2[0.253] g[4.429]
>51653, d1[0.414] d2[0.245] g[3.583]
>51654, d1[0.246] d2[0.446] g[4.756]
>51655, d1[0.370] d2[0.353] g[1.803]
>51656, d1[0.468] d2[0.260] g[3.996]
>51657, d1[0.345] d2[0.265] g[4.851]
>51658, d1[0.200] d2[0.275] g[4.898]
>51659, d1[0.352] d2[0.432] g[3.199]
>51660, d1[0.283] d2[0.281] g[4.088]
>51661, d1[0.383] d2[0.391] g[1.628]
>51662, d1[0.247] d2[0.528] g[4.027]
>51663, d1[0.252] d2[0.357] g[4.928]
>51664, d1[0.175] d2[0.269] g[5.765]
>51665, d1[0.290] d2[0.253] g[4.306]
>51666, d1[0.234] d2[0.351] g[4.513]
>51667, d1[0.310] d2[0.354] g[4.853]
>51668, d1[0.451] d2[0.253] g[3.174]
>51669, d1[0.375] d2[0.329] g[3.847]
>51670, d1[0.198] d2[0.292] g[5.046]
>51671, d1[0.369] d2[0.334] g[3.958]
>51672, d1[0.185] d2[0.303] g[5.283]
>51673, d1[0.535] d2[0.240] g[3.559]
>51674, d1[0.441] d2[0.391] g[2.230]
>51675, d1[0.329] d2[0.406] g[4.427]
>51676, d1[0.356] d2[0.326] g[3.892]
>51677, d1[0.231] d2[0.477] g[4.911]
>51678, d1[0.310] d2[0.257] g[4.487]
>51679, d1[0.433] d2[0.317] g[1.987]
>51680, d1[0.326] d2[0.372] g[3.788]
>51681, d1[0.257] d2[0.453] g[3.586]
>51682, d1[0.383] d2[0.388] g[1.795]
>51683, d1[0.336] d2[0.277] g[4.738]
>51684, d1[0.220] d2[0.351] g[5.224]
>51685, d1[0.374] d2[0.325] g[2.969]
>51686, d1[0.361] d2[0.367] g[1.236]
>51687, d1[0.438] d2[0.263] g[4.519]
>51688, d1[0.192] d2[0.333] g[4.667]
>51689, d1[0.375] d2[0.396] g[2.247]
>51690, d1[0.192] d2[0.345] g[4.308]
>51691, d1[0.289] d2[0.484] g[4.426]
>51692, d1[0.141] d2[0.261] g[6.231]
>51693, d1[0.503] d2[0.291] g[3.527]
>51694, d1[0.379] d2[0.236] g[4.758]
>51695, d1[0.472] d2[0.258] g[3.641]
>51696, d1[0.340] d2[0.404] g[3.806]
>51697, d1[0.469] d2[0.276] g[3.290]
>51698, d1[0.345] d2[0.297] g[4.583]
>51699, d1[0.174] d2[0.309] g[4.916]
>51700, d1[0.146] d2[0.354] g[4.900]
>51701, d1[0.392] d2[0.299] g[4.054]
>51702, d1[0.383] d2[0.314] g[4.328]
>51703, d1[0.264] d2[0.566] g[3.265]
>51704, d1[0.410] d2[0.309] g[4.439]
>51705, d1[0.460] d2[0.291] g[2.553]
>51706, d1[0.400] d2[0.300] g[3.282]
>51707, d1[0.413] d2[0.291] g[3.539]
>51708, d1[0.286] d2[0.352] g[4.614]
>51709, d1[0.217] d2[0.419] g[4.397]
>51710, d1[0.511] d2[0.241] g[2.731]
>51711, d1[0.289] d2[0.262] g[4.556]
>51712, d1[0.197] d2[0.299] g[5.671]
>51713, d1[0.236] d2[0.472] g[4.217]
>51714, d1[0.212] d2[0.227] g[5.890]
>51715, d1[0.340] d2[0.358] g[1.351]
>51716, d1[0.184] d2[0.392] g[4.856]
>51717, d1[0.395] d2[0.344] g[2.810]
>51718, d1[0.258] d2[0.316] g[4.915]
>51719, d1[0.284] d2[0.262] g[4.958]
>51720, d1[0.122] d2[0.212] g[5.051]
>51721, d1[0.368] d2[0.383] g[2.244]
>51722, d1[0.142] d2[0.320] g[5.545]
>51723, d1[0.450] d2[0.270] g[4.003]
>51724, d1[0.352] d2[0.278] g[5.667]
>51725, d1[0.385] d2[0.343] g[2.446]
>51726, d1[0.479] d2[0.247] g[4.468]
>51727, d1[0.167] d2[0.310] g[5.212]
>51728, d1[0.266] d2[0.243] g[4.410]
>51729, d1[0.274] d2[0.410] g[4.362]
>51730, d1[0.371] d2[0.343] g[4.064]
>51731, d1[0.389] d2[0.416] g[3.679]
>51732, d1[0.133] d2[0.291] g[4.984]
>51733, d1[0.275] d2[0.339] g[4.011]
>51734, d1[0.380] d2[0.366] g[3.877]
>51735, d1[0.487] d2[0.235] g[3.677]
>51736, d1[0.308] d2[0.401] g[3.979]
>51737, d1[0.366] d2[0.535] g[3.840]
>51738, d1[0.319] d2[0.290] g[4.288]
>51739, d1[0.396] d2[0.339] g[3.752]
>51740, d1[0.334] d2[0.320] g[3.693]
>51741, d1[0.387] d2[0.376] g[1.655]
>51742, d1[0.363] d2[0.369] g[3.714]
>51743, d1[0.222] d2[0.431] g[4.609]
>51744, d1[0.381] d2[0.394] g[4.035]
>51745, d1[0.253] d2[0.274] g[5.565]
>51746, d1[0.372] d2[0.362] g[1.671]
>51747, d1[0.477] d2[0.257] g[4.446]
>51748, d1[0.361] d2[0.272] g[4.872]
>51749, d1[0.323] d2[0.322] g[4.908]
>51750, d1[0.277] d2[0.267] g[3.919]
>51751, d1[0.306] d2[0.374] g[5.068]
>51752, d1[0.188] d2[0.407] g[5.178]
>51753, d1[0.304] d2[0.455] g[3.794]
>51754, d1[0.348] d2[0.294] g[3.749]
>51755, d1[0.247] d2[0.292] g[4.727]
>51756, d1[0.515] d2[0.255] g[2.714]
>51757, d1[0.341] d2[0.399] g[1.781]
>51758, d1[0.153] d2[0.330] g[5.006]
>51759, d1[0.144] d2[0.228] g[5.951]
>51760, d1[0.324] d2[0.308] g[4.786]
>51761, d1[0.224] d2[0.360] g[6.084]
>51762, d1[0.205] d2[0.321] g[5.757]
>51763, d1[0.297] d2[0.362] g[4.649]
>51764, d1[0.560] d2[0.222] g[5.161]
>51765, d1[0.418] d2[0.345] g[2.882]
>51766, d1[0.383] d2[0.342] g[3.371]
>51767, d1[0.264] d2[0.228] g[4.972]
>51768, d1[0.218] d2[0.384] g[4.869]
>51769, d1[0.481] d2[0.261] g[2.932]
>51770, d1[0.156] d2[0.274] g[5.082]
>51771, d1[0.543] d2[0.228] g[2.882]
>51772, d1[0.332] d2[0.355] g[4.324]
>51773, d1[0.280] d2[0.564] g[3.756]
>51774, d1[0.176] d2[0.276] g[5.362]
>51775, d1[0.468] d2[0.270] g[2.566]
>51776, d1[0.413] d2[0.289] g[4.888]
>51777, d1[0.278] d2[0.331] g[7.777]
>51778, d1[0.374] d2[0.311] g[4.407]
>51779, d1[0.351] d2[0.464] g[3.731]
>51780, d1[0.376] d2[0.361] g[1.818]
>51781, d1[0.135] d2[0.282] g[5.327]
>51782, d1[0.238] d2[0.439] g[4.735]
>51783, d1[0.167] d2[0.251] g[5.461]
>51784, d1[0.355] d2[0.353] g[4.458]
>51785, d1[0.429] d2[0.279] g[5.051]
>51786, d1[0.241] d2[0.387] g[4.450]
>51787, d1[0.207] d2[0.246] g[5.382]
>51788, d1[0.247] d2[0.347] g[6.333]
>51789, d1[0.307] d2[0.454] g[4.486]
>51790, d1[0.308] d2[0.385] g[4.653]
>51791, d1[0.383] d2[0.307] g[4.301]
>51792, d1[0.375] d2[0.458] g[3.854]
>51793, d1[0.364] d2[0.240] g[6.635]
>51794, d1[0.283] d2[0.338] g[4.346]
>51795, d1[0.424] d2[0.327] g[2.128]
>51796, d1[0.437] d2[0.286] g[3.116]
>51797, d1[0.187] d2[0.272] g[5.425]
>51798, d1[0.422] d2[0.371] g[3.968]
>51799, d1[0.315] d2[0.433] g[3.987]
>51800, d1[0.285] d2[0.286] g[3.695]
>51801, d1[0.207] d2[0.356] g[6.021]
>51802, d1[0.319] d2[0.366] g[4.454]
>51803, d1[0.166] d2[0.254] g[7.650]
>51804, d1[0.268] d2[0.308] g[6.086]
>51805, d1[0.417] d2[0.242] g[3.625]
>51806, d1[0.226] d2[0.516] g[4.270]
>51807, d1[0.377] d2[0.284] g[4.133]
>51808, d1[0.192] d2[0.484] g[4.612]
>51809, d1[0.497] d2[0.312] g[3.941]
>51810, d1[0.321] d2[0.223] g[4.610]
>51811, d1[0.382] d2[0.318] g[4.286]
>51812, d1[0.366] d2[0.499] g[2.216]
>51813, d1[0.257] d2[0.253] g[4.109]
>51814, d1[0.244] d2[0.405] g[4.863]
>51815, d1[0.237] d2[0.385] g[4.660]
>51816, d1[0.506] d2[0.238] g[4.637]
>51817, d1[0.266] d2[0.286] g[4.887]
>51818, d1[0.214] d2[0.327] g[4.865]
>51819, d1[0.363] d2[0.449] g[1.948]
>51820, d1[0.430] d2[0.351] g[1.911]
>51821, d1[0.425] d2[0.297] g[2.120]
>51822, d1[0.173] d2[0.337] g[5.587]
>51823, d1[0.403] d2[0.293] g[4.552]
>51824, d1[0.291] d2[0.303] g[4.999]
>51825, d1[0.370] d2[0.361] g[2.800]
>51826, d1[0.256] d2[0.433] g[5.135]
>51827, d1[0.463] d2[0.240] g[4.961]
>51828, d1[0.356] d2[0.424] g[3.650]
>51829, d1[0.362] d2[0.291] g[4.063]
>51830, d1[0.291] d2[0.293] g[4.628]
>51831, d1[0.192] d2[0.337] g[4.540]
>51832, d1[0.409] d2[0.299] g[4.178]
>51833, d1[0.377] d2[0.274] g[3.874]
>51834, d1[0.169] d2[0.361] g[5.061]
>51835, d1[0.265] d2[0.335] g[5.044]
>51836, d1[0.436] d2[0.300] g[2.423]
>51837, d1[0.216] d2[0.394] g[4.684]
>51838, d1[0.336] d2[0.317] g[4.762]
>51839, d1[0.308] d2[0.311] g[4.452]
>51840, d1[0.130] d2[0.227] g[5.648]
>51841, d1[0.152] d2[0.228] g[5.525]
>51842, d1[0.427] d2[0.297] g[3.155]
>51843, d1[0.339] d2[0.394] g[4.149]
>51844, d1[0.250] d2[0.456] g[4.682]
>51845, d1[0.262] d2[0.384] g[3.815]
>51846, d1[0.389] d2[0.243] g[4.863]
>51847, d1[0.359] d2[0.461] g[4.307]
>51848, d1[0.405] d2[0.294] g[2.543]
>51849, d1[0.301] d2[0.326] g[5.082]
>51850, d1[0.428] d2[0.371] g[3.098]
>51851, d1[0.265] d2[0.421] g[5.657]
>51852, d1[0.290] d2[0.356] g[3.936]
>51853, d1[0.283] d2[0.245] g[4.705]
>51854, d1[0.374] d2[0.370] g[1.686]
>51855, d1[0.202] d2[0.467] g[4.903]
>51856, d1[0.444] d2[0.278] g[3.906]
>51857, d1[0.421] d2[0.260] g[3.989]
>51858, d1[0.135] d2[0.209] g[4.993]
>51859, d1[0.365] d2[0.365] g[1.595]
>51860, d1[0.423] d2[0.334] g[2.088]
>51861, d1[0.265] d2[0.525] g[4.612]
>51862, d1[0.375] d2[0.285] g[3.971]
>51863, d1[0.393] d2[0.351] g[3.852]
>51864, d1[0.317] d2[0.392] g[4.208]
>51865, d1[0.302] d2[0.294] g[3.699]
>51866, d1[0.390] d2[0.299] g[4.337]
>51867, d1[0.376] d2[0.307] g[3.403]
>51868, d1[0.507] d2[0.273] g[2.810]
>51869, d1[0.175] d2[0.356] g[4.257]
>51870, d1[0.279] d2[0.436] g[4.439]
>51871, d1[0.441] d2[0.248] g[3.977]
>51872, d1[0.314] d2[0.349] g[3.340]
>51873, d1[0.169] d2[0.320] g[5.366]
>51874, d1[0.361] d2[0.304] g[3.650]
>51875, d1[0.274] d2[0.282] g[5.664]
>51876, d1[0.349] d2[0.282] g[3.755]
>51877, d1[0.147] d2[0.239] g[5.102]
>51878, d1[0.150] d2[0.511] g[4.556]
>51879, d1[0.303] d2[0.261] g[5.002]
>51880, d1[0.250] d2[0.267] g[4.828]
>51881, d1[0.305] d2[0.392] g[4.894]
>51882, d1[0.162] d2[0.229] g[5.446]
>51883, d1[0.294] d2[0.400] g[7.209]
>51884, d1[0.248] d2[0.292] g[4.819]
>51885, d1[0.407] d2[0.325] g[3.851]
>51886, d1[0.331] d2[0.378] g[5.530]
>51887, d1[0.508] d2[0.256] g[3.168]
>51888, d1[0.157] d2[0.348] g[5.235]
>51889, d1[0.457] d2[0.261] g[4.029]
>51890, d1[0.539] d2[0.254] g[2.152]
>51891, d1[0.200] d2[0.252] g[4.313]
>51892, d1[0.391] d2[0.420] g[1.917]
>51893, d1[0.273] d2[0.471] g[5.182]
>51894, d1[0.371] d2[0.282] g[4.688]
>51895, d1[0.316] d2[0.405] g[3.856]
>51896, d1[0.355] d2[0.263] g[4.778]
>51897, d1[0.217] d2[0.389] g[4.922]
>51898, d1[0.346] d2[0.398] g[1.234]
>51899, d1[0.213] d2[0.315] g[4.700]
>51900, d1[0.446] d2[0.306] g[2.542]
>51901, d1[0.316] d2[0.326] g[4.881]
>51902, d1[0.255] d2[0.496] g[2.439]
>51903, d1[0.264] d2[0.328] g[4.676]
>51904, d1[0.264] d2[0.322] g[4.875]
>51905, d1[0.402] d2[0.293] g[4.606]
>51906, d1[0.261] d2[0.361] g[4.660]
>51907, d1[0.284] d2[0.472] g[3.434]
>51908, d1[0.311] d2[0.469] g[1.962]
>51909, d1[0.413] d2[0.248] g[4.893]
>51910, d1[0.348] d2[0.332] g[4.429]
>51911, d1[0.272] d2[0.398] g[4.877]
>51912, d1[0.215] d2[0.232] g[5.261]
>51913, d1[0.450] d2[0.289] g[3.927]
>51914, d1[0.248] d2[0.390] g[4.510]
>51915, d1[0.270] d2[0.256] g[5.064]
>51916, d1[0.154] d2[0.277] g[5.364]
>51917, d1[0.445] d2[0.254] g[3.592]
>51918, d1[0.294] d2[0.399] g[4.396]
>51919, d1[0.366] d2[0.360] g[4.473]
>51920, d1[0.323] d2[0.311] g[3.871]
>51921, d1[0.352] d2[0.390] g[1.390]
>51922, d1[0.193] d2[0.462] g[5.234]
>51923, d1[0.179] d2[0.202] g[4.868]
>51924, d1[0.408] d2[0.235] g[4.786]
>51925, d1[0.346] d2[0.513] g[2.589]
>51926, d1[0.356] d2[0.424] g[1.875]
>51927, d1[0.137] d2[0.413] g[6.232]
>51928, d1[0.427] d2[0.279] g[2.812]
>51929, d1[0.407] d2[0.331] g[1.807]
>51930, d1[0.510] d2[0.218] g[3.848]
>51931, d1[0.403] d2[0.269] g[4.454]
>51932, d1[0.405] d2[0.354] g[2.887]
>51933, d1[0.506] d2[0.263] g[2.456]
>51934, d1[0.311] d2[0.344] g[3.998]
>51935, d1[0.306] d2[0.274] g[5.239]
>51936, d1[0.336] d2[0.309] g[4.355]
>51937, d1[0.258] d2[0.488] g[3.636]
>51938, d1[0.210] d2[0.271] g[4.989]
>51939, d1[0.300] d2[0.423] g[1.822]
>51940, d1[0.207] d2[0.312] g[4.943]
>51941, d1[0.224] d2[0.332] g[5.084]
>51942, d1[0.207] d2[0.249] g[3.797]
>51943, d1[0.281] d2[0.290] g[4.852]
>51944, d1[0.300] d2[0.442] g[3.023]
>51945, d1[0.163] d2[0.252] g[5.223]
>51946, d1[0.561] d2[0.214] g[3.143]
>51947, d1[0.312] d2[0.406] g[3.983]
>51948, d1[0.279] d2[0.227] g[4.885]
>51949, d1[0.177] d2[0.491] g[4.399]
>51950, d1[0.190] d2[0.242] g[4.850]
>51951, d1[0.470] d2[0.316] g[2.959]
>51952, d1[0.414] d2[0.390] g[2.750]
>51953, d1[0.395] d2[0.334] g[4.506]
>51954, d1[0.393] d2[0.333] g[2.782]
>51955, d1[0.268] d2[0.395] g[5.652]
>51956, d1[0.194] d2[0.248] g[4.463]
>51957, d1[0.315] d2[0.307] g[4.785]
>51958, d1[0.369] d2[0.254] g[3.849]
>51959, d1[0.162] d2[0.444] g[5.002]
>51960, d1[0.483] d2[0.243] g[4.150]
>51961, d1[0.451] d2[0.302] g[2.912]
>51962, d1[0.191] d2[0.223] g[5.120]
>51963, d1[0.386] d2[0.381] g[1.896]
>51964, d1[0.293] d2[0.350] g[4.284]
>51965, d1[0.209] d2[0.526] g[4.693]
>51966, d1[0.387] d2[0.285] g[4.561]
>51967, d1[0.220] d2[0.365] g[4.280]
>51968, d1[0.376] d2[0.328] g[4.257]
>51969, d1[0.285] d2[0.232] g[5.482]
>51970, d1[0.294] d2[0.450] g[4.273]
>51971, d1[0.147] d2[0.268] g[5.023]
>51972, d1[0.343] d2[0.308] g[4.907]
>51973, d1[0.437] d2[0.300] g[2.925]
>51974, d1[0.187] d2[0.224] g[4.277]
>51975, d1[0.301] d2[0.446] g[3.490]
>51976, d1[0.350] d2[0.385] g[1.253]
>51977, d1[0.159] d2[0.352] g[4.997]
>51978, d1[0.509] d2[0.223] g[4.129]
>51979, d1[0.385] d2[0.283] g[5.383]
>51980, d1[0.214] d2[0.278] g[5.100]
>51981, d1[0.158] d2[0.275] g[5.088]
>51982, d1[0.281] d2[0.405] g[3.909]
>51983, d1[0.251] d2[0.378] g[4.666]
>51984, d1[0.279] d2[0.357] g[4.990]
>51985, d1[0.412] d2[0.289] g[5.161]
>51986, d1[0.446] d2[0.287] g[4.082]
>51987, d1[0.380] d2[0.379] g[2.053]
>51988, d1[0.324] d2[0.441] g[5.570]
>51989, d1[0.380] d2[0.293] g[4.452]
>51990, d1[0.308] d2[0.319] g[4.860]
>51991, d1[0.266] d2[0.277] g[4.469]
>51992, d1[0.357] d2[0.385] g[1.070]
>51993, d1[0.295] d2[0.769] g[3.593]
>51994, d1[0.214] d2[0.555] g[3.779]
>51995, d1[0.199] d2[0.398] g[5.262]
>51996, d1[0.258] d2[0.417] g[6.149]
>51997, d1[0.368] d2[0.275] g[4.064]
>51998, d1[0.359] d2[0.357] g[2.701]
>51999, d1[0.414] d2[0.311] g[4.101]
>52000, d1[0.532] d2[0.256] g[3.381]
>52001, d1[0.387] d2[0.291] g[3.941]
>52002, d1[0.233] d2[0.268] g[4.232]
>52003, d1[0.205] d2[0.409] g[5.249]
>52004, d1[0.288] d2[0.401] g[4.652]
>52005, d1[0.412] d2[0.255] g[4.544]
>52006, d1[0.376] d2[0.401] g[2.846]
>52007, d1[0.450] d2[0.290] g[3.667]
>52008, d1[0.367] d2[0.427] g[3.915]
>52009, d1[0.325] d2[0.263] g[4.641]
>52010, d1[0.314] d2[0.471] g[3.733]
>52011, d1[0.184] d2[0.363] g[4.667]
>52012, d1[0.440] d2[0.262] g[4.406]
>52013, d1[0.441] d2[0.279] g[3.884]
>52014, d1[0.350] d2[0.280] g[4.740]
>52015, d1[0.230] d2[0.350] g[4.558]
>52016, d1[0.357] d2[0.477] g[3.304]
>52017, d1[0.401] d2[0.310] g[4.132]
>52018, d1[0.280] d2[0.465] g[5.016]
>52019, d1[0.366] d2[0.321] g[3.903]
>52020, d1[0.421] d2[0.281] g[4.049]
>52021, d1[0.306] d2[0.386] g[4.153]
>52022, d1[0.419] d2[0.320] g[2.719]
>52023, d1[0.396] d2[0.296] g[2.158]
>52024, d1[0.299] d2[0.255] g[4.215]
>52025, d1[0.321] d2[0.371] g[3.608]
>52026, d1[0.256] d2[0.471] g[3.619]
>52027, d1[0.301] d2[0.391] g[4.552]
>52028, d1[0.331] d2[0.381] g[3.723]
>52029, d1[0.352] d2[0.373] g[1.748]
>52030, d1[0.369] d2[0.370] g[1.414]
>52031, d1[0.235] d2[0.294] g[5.241]
>52032, d1[0.341] d2[0.301] g[4.568]
>52033, d1[0.225] d2[0.237] g[4.332]
>52034, d1[0.149] d2[0.246] g[4.962]
>52035, d1[0.416] d2[0.323] g[2.334]
>52036, d1[0.256] d2[0.244] g[3.985]
>52037, d1[0.230] d2[0.414] g[4.239]
>52038, d1[0.178] d2[0.368] g[6.098]
>52039, d1[0.316] d2[0.274] g[4.726]
>52040, d1[0.337] d2[0.373] g[3.449]
>52041, d1[0.271] d2[0.383] g[3.185]
>52042, d1[0.310] d2[0.424] g[3.162]
>52043, d1[0.277] d2[0.536] g[4.479]
>52044, d1[0.548] d2[0.229] g[2.562]
>52045, d1[0.471] d2[0.268] g[3.902]
>52046, d1[0.313] d2[0.349] g[5.127]
>52047, d1[0.348] d2[0.295] g[4.133]
>52048, d1[0.204] d2[0.285] g[4.565]
>52049, d1[0.250] d2[0.403] g[4.916]
>52050, d1[0.269] d2[0.232] g[5.774]
>52051, d1[0.539] d2[0.234] g[3.713]
>52052, d1[0.220] d2[0.281] g[4.984]
>52053, d1[0.171] d2[0.267] g[5.659]
>52054, d1[0.341] d2[0.421] g[1.250]
>52055, d1[0.302] d2[0.321] g[5.680]
>52056, d1[0.295] d2[0.372] g[3.646]
>52057, d1[0.423] d2[0.254] g[4.664]
>52058, d1[0.216] d2[0.257] g[4.856]
>52059, d1[0.326] d2[0.431] g[3.958]
>52060, d1[0.190] d2[0.347] g[5.027]
>52061, d1[0.302] d2[0.252] g[5.556]
>52062, d1[0.307] d2[0.457] g[4.259]
>52063, d1[0.287] d2[0.375] g[4.158]
>52064, d1[0.527] d2[0.304] g[3.180]
>52065, d1[0.385] d2[0.304] g[5.257]
>52066, d1[0.237] d2[0.334] g[4.874]
>52067, d1[0.234] d2[0.281] g[4.838]
>52068, d1[0.312] d2[0.241] g[4.773]
>52069, d1[0.489] d2[0.319] g[2.046]
>52070, d1[0.436] d2[0.293] g[2.874]
>52071, d1[0.188] d2[0.518] g[3.787]
>52072, d1[0.165] d2[0.265] g[5.400]
>52073, d1[0.293] d2[0.326] g[4.936]
>52074, d1[0.434] d2[0.314] g[2.529]
>52075, d1[0.145] d2[0.202] g[5.638]
>52076, d1[0.260] d2[0.281] g[5.241]
>52077, d1[0.179] d2[0.354] g[4.842]
>52078, d1[0.279] d2[0.355] g[3.635]
>52079, d1[0.320] d2[0.326] g[4.597]
>52080, d1[0.210] d2[0.301] g[5.039]
>52081, d1[0.225] d2[0.340] g[4.803]
>52082, d1[0.363] d2[0.325] g[4.444]
>52083, d1[0.301] d2[0.291] g[4.345]
>52084, d1[0.181] d2[0.337] g[4.614]
>52085, d1[0.499] d2[0.271] g[3.238]
>52086, d1[0.591] d2[0.227] g[3.695]
>52087, d1[0.391] d2[0.273] g[5.114]
>52088, d1[0.432] d2[0.337] g[4.750]
>52089, d1[0.366] d2[0.306] g[4.448]
>52090, d1[0.255] d2[0.432] g[2.854]
>52091, d1[0.379] d2[0.363] g[1.801]
>52092, d1[0.226] d2[0.417] g[4.425]
>52093, d1[0.272] d2[0.286] g[5.509]
>52094, d1[0.377] d2[0.349] g[4.027]
>52095, d1[0.217] d2[0.302] g[5.064]
>52096, d1[0.389] d2[0.289] g[4.907]
>52097, d1[0.177] d2[0.300] g[4.454]
>52098, d1[0.294] d2[0.409] g[4.458]
>52099, d1[0.378] d2[0.316] g[4.572]
>52100, d1[0.215] d2[0.347] g[4.617]
>52101, d1[0.304] d2[0.361] g[6.390]
>52102, d1[0.497] d2[0.262] g[4.192]
>52103, d1[0.351] d2[0.425] g[2.413]
>52104, d1[0.422] d2[0.314] g[2.776]
>52105, d1[0.340] d2[0.394] g[4.440]
>52106, d1[0.191] d2[0.264] g[5.078]
>52107, d1[0.161] d2[0.363] g[3.980]
>52108, d1[0.453] d2[0.314] g[4.216]
>52109, d1[0.417] d2[0.323] g[4.359]
>52110, d1[0.276] d2[0.283] g[4.801]
>52111, d1[0.286] d2[0.350] g[6.025]
>52112, d1[0.431] d2[0.296] g[2.999]
>52113, d1[0.328] d2[0.324] g[4.763]
>52114, d1[0.402] d2[0.302] g[3.923]
>52115, d1[0.347] d2[0.377] g[3.919]
